gen,id,i_j6->o_m2,i_m3->o_m3,i_j6->h_0,h_0->o_m2,i_j7->o_m3,h_0->h_1,h_1->o_m2,h_0->o_m3,i_m3->h_2,h_2->o_m3,h_2->h_3,h_3->o_m3,h_0->h_4,h_4->o_m2,i_j5->o_m3,h_4->h_5,h_5->o_m2,i_j6->h_6,h_6->h_0,h_5->h_7,h_7->o_m2,i_j0->o_m3,i_c->o_m3,h_0->h_8,h_8->h_4,i_j5->o_m2,i_j0->h_9,h_9->o_m3,i_j3->o_m2,i_j7->o_m2,i_j0->o_m2,i_j7->h_0,i_j7->h_1,h_1->h_0,i_j7->h_2,h_2->h_1,h_0->h_3,h_3->h_4,h_4->o_m3,i_j1->o_m2,h_3->h_5,h_5->h_4,h_1->o_m3,i_j4->o_m3,i_j5->h_6,h_6->o_m3,h_3->o_m2,h_6->h_7,h_7->o_m3,i_j0->h_8,h_8->o_m2,h_3->h_9,h_9->o_m2,i_j4->o_m2,i_m3->o_m2,i_j4->h_0,i_c->o_m2,i_j4->h_1,i_c->h_2,h_2->o_m2,i_c->h_3,h_3->h_2,i_j6->o_m3,i_m2->o_m3,i_c->h_5,h_5->h_3,i_j3->o_m3,h_3->h_6,h_6->h_2,h_3->h_7,h_7->h_6,h_6->h_8,h_8->h_2,h_8->h_9,h_9->h_2,i_j1->o_m3,i_j3->h_2,h_1->h_4,i_ca->o_m2,i_j0->h_5,i_ca->h_6,h_6->o_m2,i_m3->h_8,h_8->o_m3,h_7->h_9,i_j2->o_m3,i_j2->h_0,i_j2->h_1,i_j6->h_2,i_j2->h_3,h_3->h_1,h_4->h_1,i_j3->h_5,h_5->o_m3,h_2->h_6,i_j3->h_7,h_7->h_5,i_j2->h_8,h_8->h_3,h_9->h_3,i_m2->o_m2,i_j0->h_0,i_j0->h_1,i_m3->h_3,h_2->h_4,h_0->h_5,i_m2->h_6,i_j5->h_7,h_4->h_8,h_4->h_9,h_9->h_8,h_1->h_2,h_2->h_0,i_j4->h_3,i_j4->h_4,h_4->h_3,h_2->h_5,i_j4->h_7,h_7->h_4,h_1->h_8,i_j7->h_6,i_j7->h_7,h_7->h_8,h_3->h_0,h_4->h_0,i_m3->h_5,h_4->h_6,h_7->h_0,h_3->h_8,i_j2->o_m2,i_j1->h_0,i_j1->h_3,i_j1->h_4,h_0->h_6,h_6->h_1,h_1->h_7,h_8->h_7,h_5->h_9,i_c->h_0,i_m3->h_1,i_j0->h_2,h_1->h_3,i_c->h_4,h_5->h_6,h_6->h_4,h_4->h_7,h_6->h_9,i_j3->h_0,i_j3->h_1,i_ca->o_m3,i_j5->h_5,h_9->h_6,i_m2->h_2,h_9->h_4,h_9->h_5,i_j0->h_7,h_5->h_2,i_c->h_6,i_c->h_7,h_7->h_3,i_m2->h_9,i_j4->h_2,i_ca->h_3,i_j0->h_4,i_ca->h_9,i_j3->h_4,i_m2->h_5,i_j0->h_6,i_m3->h_7,h_2->h_8,i_j4->h_9,i_j3->h_3,i_m3->h_4,h_4->h_2,h_0->h_7,i_j6->h_8,i_j2->h_9,h_4->h_4,h_1->h_5,i_m2->h_3,i_j6->h_5,i_ca->h_2,i_m2->h_4,h_1->h_9,i_j6->h_3,h_0->h_2,i_ca->h_4,i_j6->h_7,h_6->h_3,i_c->h_8,i_j2->h_5
592,591-0,-0.5230144080906667,0.7380741480704271,,,,,,,,1.029722462812921,,,,,,,0.0741488874665093,,,,-0.3059721074968389,-0.7418110650771854,,,,,,,-0.5943154844547895,-0.1793590026736726,-0.0269833861064812,,,,,,,,-0.1613134028376465,,,,,2.572474207042668,,,,,-0.144480002372249,,-0.7883059154688573,,,0.2876733719905415,-1.0924345507414304,,,,,0.2008067028414958,,,-0.658684487055401,1.5965669338394175,,,-0.5036489402526378,,,,,,,,,-0.1337190822158434,,,-0.7360618296719585,,,-0.2147198042281911,,-1.1243746866965776,,0.6422557571653744,,,,,,,,,,,,,,,1.75480511679786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625199875770663,,,,,,,,,,,,,,,,,,,,1.0614399340084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,592-0,-0.5003490238105681,0.614639661586907,,,,,,,,0.7252180545969942,,,,,,,0.0971173076678979,,,,-0.2778621120008056,-0.7418110650771854,,,,,,,-0.5880446057126941,-0.1793590026736726,0.3035619009896459,,,,,,,,-0.1858007542257298,,,,,2.385561701124578,,0.7412002145239378,,,-0.2801521883183464,,0.277432726036846,,,0.3121633642646878,-1.192672264949283,,,,,0.4114199588259606,,,-0.658684487055401,1.228765060503164,,,-0.4043233087411413,,,,,,,,,-0.0909216370450122,,,-0.6800423108067772,,,-0.1065339328510008,,-1.1243746866965776,,,,,,,,,,,,,,,,,1.7473669427671998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5771755754703514,,,,,,,,,,,,,,,,,,,,0.8433596126308534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,591-0,-0.5230144080906667,0.7380741480704271,,,,,,,,1.029722462812921,,,,,,,-0.1534063791535308,,,,-0.3059721074968389,-0.7418110650771854,,,,,,,-0.5943154844547895,-0.1793590026736726,-0.1046068363607314,,,,,,,,-0.1613134028376465,,,,,2.986643634177576,,0.6615570509905857,,,-0.144480002372249,,-0.563740745173041,,,0.2876733719905415,-1.0924345507414304,,,,,0.2008067028414958,,,-0.658684487055401,1.5338476586131835,,,-0.5036489402526378,,,,,,,,,-0.1337190822158434,,,-0.7360618296719585,,,-0.2147198042281911,,,,0.6422557571653744,,,,,,,,,,,,,,,1.8798019831507795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2838631965552295,,,,,,,,,,,,,,,,,,,,1.1894274999476393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,593-0,-0.5073871650686412,0.6943958621656326,,,,,,,,0.7674939248721704,,,,,,,0.046185732560028,,,,-0.1447348196761633,-0.9221982501375878,,,,,,,-0.5899918628098468,-0.1793590026736726,0.1542130495695565,,,,,,,,0.0599896072498204,,,,,2.50772285202667,,,,,-0.2380227455663592,,-0.0986521104548321,,,0.3045586387985545,-1.1615460690170705,,,,,0.3460195302198174,,,-0.658684487055401,1.4989513428270362,,,-0.6070637210497166,,,,,,,,,-0.1042112623553333,,,-0.7967031864809144,,,-0.1105139578632972,,-1.0854156739849568,,0.6422557571653744,,,,,,,,,,,,,,,1.631001559105154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5498052041444643,,,,,,,,,,,,,,,,,,,,0.950821928103578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,595-1,-0.5095705859274303,0.626071879445708,,,,,,,,0.8041322019311894,,,,,,,0.0182989466854551,,,,-0.2036687257677508,-0.8969947550640164,,,,,,,-0.5905959543742881,-0.1793590026736726,-0.0299325342427373,,,,,,,,-0.0557674184357007,,,,,2.527737389322006,,0.6615570509905857,,,-0.2860653757283881,,-0.1520470674353753,,,0.3365636778677694,-1.2326833402299595,,,,,0.3257305569303712,,,-0.658684487055401,1.5038270169094687,,,-0.7682075643580126,,,,,,,,,-0.030904291648101,,,-0.8051417978645786,,,-0.1326736986999807,,,,0.7952891985680983,,,,,,,,,,,,,,,1.7061818765500985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4333259907070392,,,,,,,,,,,,,,,,,,,,0.9402951191590848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,595-2,-0.3322571003012849,0.7047018779096388,,,0.5290225482172817,,,,,0.8293674939594686,,,,,,,-0.0009085936729884,,,,-0.2903186699973655,,,,,-0.738771782458342,,,,-0.1793590026736726,0.0958294162134415,,,,,,,,,,,,,2.6716078857087435,,,-0.1634188364792173,,-0.2159510693518356,,-0.2030266623883037,,,0.3005745120875284,-1.0040019113514695,,0.007131742796308,,,0.3247741294096639,,,,1.7064629103581743,,,-0.5622378818989524,,,,,,,,,-0.1111737163471537,,,-0.680409958539045,,,,,-1.0854156739849568,,0.6422557571653744,,,,,,,,-0.5124693418994573,,,,,,,1.6535544483860014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3161930989371586,,,,,,,,,,,,,,,,,,,,1.066371616136825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,597-2,-0.3921498589256386,0.6978397778855965,,,0.190143065809448,,,,,0.8215434446199947,,,,,,,0.005046587796122,,,,-0.235478012168446,-0.9963251715410288,,,,,,,-0.84031801484204,-0.1641417232164933,,,,,,,,,-0.0640648531772982,,,,,2.608630133260375,,0.6615570509905857,0.0157395270504289,,-0.0506597306767037,,-0.1849602443418352,,,0.3209692272767017,-0.965922448564471,,,,,0.322998739596186,,,-0.641291677864496,1.6119201058478387,,,-0.5693125766254373,,,,,,,,,-0.1019068034877881,,,-0.7398595349067301,,,-0.1378510529260888,,,,,,,,,,,,,,,,,,,1.6330064485451667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3583833009105257,,,,,,,,,,,,,,,,,,,,0.9237222586414452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,598-2,-0.5004704915514857,0.7097548018171255,,,0.1696652880388705,,,,,0.8152979745346081,,,,,,,0.0981178526255052,,,,-0.4949460070676989,-0.891106264639262,,,,,,,-0.5907370930291653,-0.1519946802330994,,,,,,,,,,,,,,2.5583587645744985,,,0.3498903488204424,,-0.2972899525921649,,-0.1705389046283898,,-0.1195723392707175,0.3372491071812588,-1.1506416508479655,,,,,0.3088789234449582,,,-0.6079246795455993,1.519322945854641,,,-0.5749598817944608,,,,,,,,,-0.1949099281770747,,,-0.7488914236520043,,,-0.1359238635152918,,,,0.6631103447235448,,,,,,,,,,,,,,,1.616604210681839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5526913388254237,,,,,,,,,,,,,,,,,,,,0.809853818364336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,599-2,-0.4629426920214098,0.5605829684728211,,,0.3891810727123125,,,,,0.8162062916654245,,,,,,,-0.1439645734935638,,,,-0.3454381704339352,-0.891106264639262,,,,,,,-0.5907370930291653,-0.1537612994114374,,,,,,,,,,,,,,2.6645618164574785,,,0.2910015167487449,,-0.2972899525921649,,-0.1726362887695285,,-0.1195723392707175,0.3348814241081234,-1.1517173322002707,,,,,0.3046570163429837,,,-0.4256724939986616,1.6116956829628162,,,-0.6950082137301452,,,,,,,,,-0.1550244351945091,,,-0.821349841007925,,,-0.1359238635152918,,,,0.6525731958535701,,,,,,,,,,,,,,,1.6189896890255504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4666321433942905,,,,,,,,,,,,,,,,,,,,0.8264144060461269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,600-2,-0.4603305288928044,0.7170918166891824,,,0.2095172625872834,,,,,0.8162695160630153,,,,,,,0.0496482436013316,,,,-0.33503151554922,-0.891106264639262,,,,-0.4086449636995189,,,-0.5907370930291653,-0.1538842668525805,-0.9406131230248644,,,,,,,,,-0.3787927529787925,,,,2.8316996428843937,,,0.4194721218732039,,-0.2972899525921649,,,,-0.1195723392707175,0.3347166189636355,-1.1517922061657524,,,,,0.3043631459268583,,,-0.6079246795455993,1.6452716133667966,,,-0.7694460408354205,,,,,,,,,-0.1522481622597795,,,,,,-0.0453114799561135,,,,0.6187888206709153,,,,,,,,,,,,,,,1.6191557328291188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8440940496383016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,601-2,-0.5823695848186334,0.650514533504429,,,0.2763448505055631,,,,,0.6616727271369682,,,,-0.0188616678141442,,,-0.0212694237213465,,,,-0.3711610568857592,,,,,-0.0344146221110011,,-0.5232601640146908,-0.7880252904583498,-0.1534573518355032,,,,,,,,,,-0.332295358684292,,,,2.64628953651596,,,0.4022459338916434,,-0.4303335741544598,,,,,0.3352887849810745,-1.1515322607691894,,,,,0.0970478741670859,,,-0.5268459823993804,1.6062563299346435,,,-0.6743538475066753,,,,,,,,,-0.1618867511116258,,,,,,-0.0637795993662289,,,,0.8062628492214026,,,,,,,,,,,,,,,1.3786336377747377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4787711694059998,,,,,,,,,,,,,,,,,,,,0.8370805590651716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,602-0,-0.4603099883411531,0.6498697092173017,,,0.2258581655808599,,,,,,,,,,,,-0.2257742250849585,,,,-0.3349496835878713,-0.7379038667036357,,,,-0.3471787029567246,,0.4604403847751521,-0.5852246121516429,-0.1538852337979633,,,,,,,,,,-0.3813074880988589,,,,2.769437427552989,,,0.4505943680034775,,-0.2504965406930745,,,,-0.1195723392707175,0.3347153230305654,-1.1517927949316449,,,,,0.2562506152626549,,,-0.6808031865041306,1.643063403815234,,,-0.738559597740508,,,,,,,,,-0.1522263312428,,,,,,-0.031629140061059,,,,0.4627262228789731,,,,,,,,,,,,,,,1.6191570385022929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5249493205094106,,,,,,,,,,,,,,,,,,,,0.9477273937228852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,601-2,-0.5823695848186334,0.650514533504429,,,0.079363464992861,,,,,0.6616727271369682,,,,-0.0188616678141442,,,0.2150761470474498,,,,-0.5524339722539735,,,,,0.0607109480531629,,-0.5232601640146908,-0.7589480164974096,-0.1534573518355032,,,,,,,,,,,,,,2.64628953651596,,,,,-0.4303335741544598,,,,,0.3796308432387098,-1.1515322607691894,,,,,0.1774088475190626,,,-0.5268459823993804,1.6062563299346435,,,-0.6743538475066753,,,,,,,,,-0.1618867511116258,,,-0.8632047786785686,,,-0.0637795993662289,,,,0.8062628492214026,,,,,,,,0.1095315222281332,,,,,,,1.3786336377747377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4787711694059998,,,,,,,,,,,,,,,,,,,,0.870600901681816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,601-2,-0.5823695848186334,0.650514533504429,,,0.079363464992861,,,,,0.6616727271369682,,,,-0.0188616678141442,,,0.0339257594486088,,,,-0.5524339722539735,,,,,0.0832514800674126,,-0.5232601640146908,-0.7589480164974096,-0.1534573518355032,,,,,,,,,,,,,,2.64628953651596,,,,,-0.4303335741544598,,,,,0.3796308432387098,-1.1515322607691894,,,,,0.1774088475190626,,,-0.5268459823993804,1.6062563299346435,,,-0.6743538475066753,,,,,,,,,-0.1392767395749003,,,-0.8632047786785686,,,-0.0637795993662289,,,,0.8062628492214026,,,,,,,,0.0284013252016034,,,,,,,1.3786336377747377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7947042986098916,,,,,,,,,,,,,,,,,,,,0.870600901681816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,605-2,-0.6423774460832468,0.6499959789668122,,,0.3019156680914495,,,,,0.6616727271369682,,,,-0.0188616678141442,,,-0.1611874718027987,,,,-0.3775375438787458,,,,,-0.1506753539255313,,0.1580325561160331,-0.7589480164974096,-0.1488419582275821,0.5135351245470352,,,,,,,,,,,,,2.7727874056115245,,,,,-0.3028292240328945,,,,,0.343510698141331,-1.4615731175730986,,,,,0.3255280324108145,,,,1.5597232579129603,,,-0.7259868020797268,,,,,,,,,-0.194590700507537,,,-0.8632047786785686,,,-0.0379248558462031,,,,0.464833193842042,,,,,,,,0.0967873997202815,,,,,,,1.583816271505038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5159066965123169,,,,,,,,,,,,,,,,,,,,0.9655757248545128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,606-2,-0.6423774460832468,0.6499959789668122,,,0.3019156680914495,,,,,0.6616727271369682,,,,0.0007267227773468,,,,,,,-0.3775375438787458,,,,,-0.1506753539255313,,0.1284458592125492,-0.7589480164974096,-0.1488419582275821,0.5135351245470352,,,,,,,,,,,,,3.160800991059977,,0.8886703703061309,,,-0.3028292240328945,,,,,0.343510698141331,-1.4615731175730986,,,,,0.3255280324108145,,,,1.5597232579129603,,,-0.7259868020797268,,,,,,,,,-0.194590700507537,,,-0.8632047786785686,,,-0.1759580843302581,,,,0.464833193842042,,,,,,,,0.0967873997202815,,,,,,,1.583816271505038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5159066965123169,,,,,,,,,,,,,,,,,,,,0.9655757248545128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,607-0,-0.5929775284908309,0.6721740237611857,,,0.2806704740408585,,,,,0.5822843263979719,,,,-0.0484231283910685,,,-0.1087000845258887,,,,-0.383487991856313,,,,,-0.1025122328700421,,0.4077012155666986,-0.7390034478522272,-0.1493693189570066,,,,,,,,,,,,,,2.981539392340697,,,-0.359483751883022,,-0.3336836250761028,,0.4566930181381547,,,0.3476378317476141,-1.4361797362300754,,,,,0.3086037464187751,,,-0.5268459823993804,1.7165209157986534,,,-0.7200871551808667,,,,,,,,,,,,-0.8458412555007879,,,-0.1202830145015001,,,,0.5482833775942874,,,,,,,,,,,,,,,1.5603718434494198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6110815441591226,,,,,,,,,,,,,,,,,,,,0.9547237810594345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,608-0,-0.6189667727449355,0.966370128263364,,,0.277451561522527,,,,,0.570255991126449,,,,-0.0354096617637501,,,-0.1087000845258887,,,,-0.3843895591208464,,,,,-0.055983877841389,,0.2074101791006906,-0.7359815963439839,-0.1494492207008824,,,,,,,,,,,,,,3.0822320768726943,,,-0.359483751883022,,-0.3383584525936627,,0.6221809748127964,,,0.3482631440887702,-1.4240266833723296,,,,,0.2803819026142088,,,-0.5268459823993804,1.631617663474803,,,-0.7191932849149019,,,,,,,,,,,,-1.0132978497530771,,,-0.0718058410146972,,,,0.5609271237750709,,,,,,,,,,,,,,,1.52171169082665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.625501723508441,,,,,,,,,,,,,,,,,,,,1.0544170354436369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,608-0,-0.6189667727449355,0.966370128263364,,,0.277451561522527,,,,,0.570255991126449,,,,,,,0.0554305247252297,,,,-0.3843895591208464,,,,,-0.055983877841389,,0.2401495092319561,-0.7359815963439839,-0.1494492207008824,,,,,,,,,,,,,,3.0822320768726943,,,-0.359483751883022,,-0.3383584525936627,,0.8403102343022565,,,0.3482631440887702,-1.4240266833723296,,,,,0.2803819026142088,,,-0.5268459823993804,1.631617663474803,,,-0.7191932849149019,,,,,,,,,,,,-1.0132978497530771,,,-0.0718058410146972,,,,0.6427492118215955,,,,,,,,-0.7778631986657096,,,,,,,1.6214391471364076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.625501723508441,,,,,,,,,,,,,,,,,,,,0.8391467735544345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,609-0,-0.6189667727449355,0.966370128263364,,,0.277451561522527,,,,,0.570255991126449,,,,-0.0354096617637501,,,-0.0060529402177548,,,,-0.2267536346465298,,,,,-0.055983877841389,,-0.0280079432216947,-0.7359815963439839,-0.1494492207008824,,,,,,,,,,,,,,3.0822320768726943,,,-0.359483751883022,,-0.3383584525936627,,0.3987326075512724,,,0.3482631440887702,-1.4240266833723296,,,,,0.2803819026142088,,,-0.5965934812144231,1.6721516612522749,,,-0.7191932849149019,,,,,,,,,,,,-0.9393414007014238,,,,,-0.9880239367192928,,0.6728289530429361,,,,,,,,,,,,,,,1.52171169082665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7797840004101988,,,,,,,,,,,,,,,,,,,,0.9920439852280304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,611-1,-0.6189667727449355,0.966370128263364,,,,,,,,0.6426597614474132,,,,-0.0354096617637501,,,0.0265586954308513,,,,-0.3103657950681129,,,,,-0.055983877841389,,0.1142262842081748,-0.5797054830751295,-0.1494492207008824,,,,,,,,,,,,,,2.935371547087272,,-0.743381901555557,-0.359483751883022,,-0.3383584525936627,,0.6329511683876429,,,0.3482631440887702,-1.4240266833723296,,,,,0.2803819026142088,,,-0.5965934812144231,1.650651897565792,,,-0.7191932849149019,,,,,,,,,,,,-0.978568870600425,,,-0.5590654684785912,,,,0.7014677594389516,,,,,,,,0.4514971930369662,,,,,,,1.6673935724875562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6979506586162181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,612-2,-0.6189667727449355,1.1960521736658287,,,,,,,,0.4066145899782139,,,,-0.0354096617637501,,,0.0265586954308513,,,,-0.3103657950681129,,,,,-0.055983877841389,,0.1142262842081748,-0.5797054830751295,-0.1494492207008824,,,,,,,,,,,,,,2.935371547087272,,-0.7419546925579485,-0.5865414674871916,,-0.3383584525936627,,0.6329511683876429,,,0.3482631440887702,-1.4240266833723296,,,,,0.0781284671776432,,,-0.5965934812144231,1.650651897565792,,,-0.7191932849149019,,,,,,,,,,,,-0.978568870600425,,,-0.8897601268950197,,,,0.7014677594389516,,,,,,,,0.4514971930369662,,,,,,,1.6673935724875562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6979506586162181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,613-1,-0.478093738754023,1.1128286628698034,,,,,,,,0.4279728418144265,,,,-0.0354096617637501,0.7491930016302784,,-0.1831118357071579,,,,,,,,,-0.055983877841389,,0.0555003367564862,-0.6442290719581637,-0.1494492207008824,,,,,,,,,,0.1156777536052289,,,,3.031769928508244,,-0.7419546925579485,-0.4524172419802942,,-0.2134597821721574,,0.6546710015994229,,,0.3482631440887702,-1.4240266833723296,,,,,0.1976006697049045,,,-0.6583000824189825,1.659528762264893,,,,,,,,,,,,,,,-1.034603210217868,,,-0.5484638122419466,,,,0.978941024817392,,,,,,,,0.4514971930369662,,,,,,,1.902278403584044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7317381696592891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,614-2,,1.114041108578941,,,,,,,,0.4712754509929748,,-0.6989811321586898,,-0.0354096617637501,,,-0.1309689130562672,,,,-0.2070883314912229,,,,,-0.055983877841389,,0.1588952137222635,-0.6130308068006847,-0.1494492207008824,,,,,,,,,,,,,,2.989979935718305,,-0.7356072508191712,-0.4903089534784738,,-0.4473285717281385,,0.4922269793801808,,,0.34076191498249,-1.4240266833723296,,,,,-0.0897099278968323,,,-0.5896746288883968,1.629069936065414,,,,,,,,,,,,,,,,,,-0.6448841378121482,,-0.3946719310257609,,0.976631889757853,,,,,,,,0.4514971930369662,,,,,,,1.6569354918865995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6334382372289394,,,,,,,,,,,,,,,,,,,,0.7981787602723127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,615-1,-0.473859165954349,1.142636285658451,,,,,,,,0.4218869278784204,,-0.6971807332988156,,-0.0354096617637501,,,-0.1080155072504683,,,,-0.344943504049915,,,,,-0.0647174911430471,,0.0765338268460376,-0.4952725227317016,-0.1494492207008824,,,,,,,,,,,,,,3.245252237563484,,-0.931909569812273,-0.9517819328614526,,-0.2581939254342998,,0.5409950343922142,,,0.3482631440887702,-1.4240266833723296,,,,,0.1548100891033518,,,-0.6318981223051345,1.6563493934547358,,,,,,,,,,,,0.8496137456398805,,,,,,-0.6707036902407038,,,,0.8795602326683317,,,,,,,,0.5909900702420194,,,,,,,1.7166822127406678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8145497169772103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,616-1,-0.5043954383230835,1.132113678948233,,,,,,,,0.3912063324854986,,-0.6978432537326392,,-0.0354096617637501,,,-0.1164620246923039,,,,-0.1226732254107503,,,,,-0.0335720102848985,,0.1068416119594806,-0.556920944862946,-0.1494492207008824,,,,,,,,,,,,,,2.9538910146550905,,-0.629161731492161,-0.7819666295346843,,-0.3277927075188613,,0.3792124135670727,,0.6004185278650505,0.3455028015488673,-1.4240266833723296,,,,,0.219735253350497,,,-0.6232510687589877,1.6463109523365769,,,,,,,,,,,,0.8496137456398805,,,,,,-0.6612024727842039,,,,0.7311000029629474,,,,,,,,0.5131041528255976,,,,,,,1.5149050922953198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,617-1,-0.4972159238448404,1.134587694319612,,,,,,,,0.3202294273206856,,-0.4538621912417501,,-0.0159576118784457,,,-0.2251960657795812,,,,-0.34271394137422,,,,,-0.0335720102848985,,0.0997158181036386,-0.587360030868876,-0.2227630472303215,,,,,,,,,,,,,,3.096178368867868,,-0.7958068198929776,-0.8218926366825013,,-0.3114290381878327,,0.5038876830673455,,0.3736897403831074,0.3966457246774535,-1.4240266833723296,,,,,0.2091214782014116,,,-0.655485698385105,1.64867113345091,,,,,,,,,,,,0.8496137456398805,,,,,,-0.663436344930292,,,,0.7660051268019801,,,,,,,,0.3281710519453187,,,,,,,1.3920673999744906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,617-1,-0.4972159238448404,1.134587694319612,,,,,,,,0.3202294273206856,,-0.4538621912417501,,-0.0159576118784457,,,-0.2251960657795812,,,,-0.4906038924700071,,,,,-0.2307092070599329,,0.0997158181036386,-0.7351332974901814,-0.2227630472303215,,,,,,,,,,,,,,3.096178368867868,,-0.7958068198929776,-0.8218926366825013,,-0.3114290381878327,,0.5038876830673455,,0.3736897403831074,0.3966457246774535,-1.4240266833723296,,,,,0.2091214782014116,,,-0.655485698385105,1.873140791846142,,,,,,,,,,,,0.8496137456398805,,,,,,-0.663436344930292,,,,0.7660051268019801,,,,,,,,0.3178025082994506,,,,,,,1.3920673999744906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,619-0,-0.4972159238448404,1.134587694319612,,,,,,,,0.2758028025454087,,-0.4538621912417501,,-0.0159576118784457,,,-0.2251960657795812,,,,-0.533936344766563,,,,,-0.2614320251765371,,0.0997158181036386,-0.6881437295087146,-0.2227630472303215,,,,,,,,,,,,,,3.0210088249899307,,-0.7958068198929776,-0.9692878255806592,,-0.2724863027007305,,0.5546715216957375,,0.3736897403831074,0.3966457246774535,-1.2328192574066343,,,,,0.1174189486112078,,,-0.8181088326253577,1.7271009958710086,,,,,,,,,,,,0.8496137456398805,,,,,,-0.663436344930292,,,,,,,,,,,,0.3245482752303901,,,,,,,1.3920673999744906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3980252941372095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
